gene	celltype	trend_class	score	RNA_mean	RNA_rho	CaH_RNA	CaB_RNA	CaT_RNA	H3K27ac_mean	H3K27ac_rho	CaH_K27ac	CaB_K27ac	CaT_K27ac	H3K27me3_mean	H3K27me3_rho	CaH_K27me3	CaB_K27me3	CaT_K27me3	H3K9me3_mean	H3K9me3_rho	CaH_K9me3	CaB_K9me3	CaT_K9me3
PENK	STR D1 MSN	DOWN	2.683779004848043	0.10578075051307678	0.3959329317374666	0.20410746335983276	0.09508220851421356	0.01815258339047432	4.900106796412729e-05	-0.32788119702992574	5.8082234318135306e-05	4.123387043364346e-05	3.521916733006947e-05	5.261743353912607e-05	0.2628080702017551	4.593675475916825e-05	5.9490736020961776e-05	6.52462913421914e-05	0.00011063007696066052	-0.6525643141078528	0.00011031180474674329	0.00011682282638503239	8.414508192799985e-05
HNMT	STR D1 MSN	DOWN	2.6759756494623947	0.042489562183618546	0.2713678425400672	0.06524670869112015	0.039192717522382736	0.023029226809740067	2.8149253921583295e-05	-0.4047941198529964	3.0984119803179055e-05	2.7898688131244853e-05	1.1337463547533844e-05	1.6277257600449957e-05	0.41300982524563123	1.4951250705053098e-05	1.7518656022730283e-05	1.9149596482748166e-05	1.2929496733704582e-05	0.6989639465211348	1.1134154192404822e-05	1.3166644748707768e-05	2.4255787138827145e-05
F11-AS1	STR D1 MSN	DOWN	2.651137751844665	0.029431527480483055	0.6623534078516081	0.03949960321187973	0.039806220680475235	0.008988752961158752	3.2288305646943627e-06	0.525423296361999	4.711607743956847e-06	1.9628851077868603e-06	9.653358574723825e-07	3.502501203911379e-05	0.10002400060001501	3.545435538399033e-05	3.387505785212852e-05	3.632124935393222e-05	3.5710047086467966e-05	-0.09144378609465238	3.7377612898126245e-05	3.329502578708343e-05	3.535559881129302e-05
LINC00457	STR D1 MSN	DOWN	2.6404192622844147	0.07394342124462128	0.5042082704510047	0.11859188228845596	0.093222975730896	0.010015381500124931	4.345225170254707e-05	-0.21002175054376362	4.601895125233568e-05	4.185249053989537e-05	3.612997898017056e-05	8.761151548242196e-06	0.6160352692433683	7.471575372619554e-06	9.34843956201803e-06	1.3399745512288064e-05	9.979191418096889e-06	0.6407546004948015	8.212923603423405e-06	1.1557672223716509e-05	1.4891398677718826e-05
LIMS2	STR D1 MSN	DOWN	2.6209580485393666	0.02562514692544937	0.3872691703494893	0.039811618626117706	0.023636065423488617	0.01342773623764515	8.554483065381646e-05	-0.14722118052951327	9.547400259179994e-05	8.143524610204622e-05	4.525809708866291e-05	3.984581780969165e-05	0.8273457861971707	2.8112761356169358e-05	4.858804459217936e-05	7.193412602646276e-05	6.842402945039794e-05	0.18611115277881948	6.267576100071892e-05	7.347718928940594e-05	8.480007818434387e-05
PHEX-AS1	STR D1 MSN	DOWN	2.5851829826964363	0.027939343824982643	0.5492276663465592	0.03327736631035805	0.032721973955631256	0.01781868375837803	1.345605414826423e-05	-0.14308257706442665	1.58145630848594e-05	1.227567918249406e-05	5.061468982603401e-06	1.0192167792411055e-05	0.8675513094314975	6.579049113497604e-06	8.377765880140942e-06	3.348568134242669e-05	0.0	0.0	0.0	0.0	0.0
BAALC	STR D1 MSN	DOWN	2.5304527838727426	0.09712492674589157	0.2381854192589201	0.14285516738891602	0.08019556850194931	0.0683239996433258	8.9825494796969e-05	-0.11398784969624241	0.0001092850579880178	7.536078192060813e-05	4.7754336264915764e-05	1.4791222383792046e-05	0.8137203981551604	7.95330652181292e-06	2.098064032907132e-05	3.0234246878535487e-05	1.920183058246039e-05	0.8090008317716457	1.5234963939292356e-05	2.1083404135424644e-05	3.793944415519945e-05
NPTX2	STR D1 MSN	DOWN	2.521125824957291	0.020732127130031586	0.5031588413147029	0.03050999715924263	0.021015577018260956	0.010670810006558895	3.5671648220159113e-05	-0.37779194479862005	3.937166911782697e-05	3.370161721250042e-05	2.318302540516015e-05	1.4240722521208227e-05	0.38212705317632945	1.0241208656225353e-05	1.565787533763796e-05	2.9830080165993422e-05	1.395023355144076e-05	0.5528984463800306	1.3414655768428929e-05	1.4424917026190087e-05	1.5458037523785606e-05
FAT1	STR D1 MSN	DOWN	2.5083510743506436	0.1150718405842781	0.18447114526271616	0.1521296203136444	0.11205220967531204	0.08103366196155548	3.850925713777542e-05	-0.7115757893947351	4.5006792788626626e-05	3.583606667234562e-05	1.2053254067723174e-05	3.0363107725861482e-05	0.6378249456236407	2.2367386918631382e-05	3.467083297437057e-05	5.714007784263231e-05	2.9046484996797517e-05	0.4307957698942474	2.6780538973980583e-05	3.14113603963051e-05	3.377428220119327e-05
ATF3	STR D1 MSN	DOWN	2.4967815814682064	0.05072169750928879	0.39403359049056524	0.0867069885134697	0.05739410221576691	0.008064009249210358	7.710767386015505e-05	0.12074401860046503	8.175625407602638e-05	7.281418947968632e-05	7.18800220056437e-05	8.060299478529487e-06	0.5680604646357483	7.480713520635618e-06	1.0062371984531637e-05	4.972075203113491e-06	2.021631007664837e-05	0.6393969849246233	1.880473610071931e-05	1.9253378923167475e-05	3.4445030905772e-05
LINC02024	STR D1 MSN	DOWN	2.4818845982647697	0.02529744617640972	0.4633733443458645	0.033780328929424286	0.027768203988671303	0.014343801885843277	3.9989194192457944e-05	0.2766579164479112	4.9035221309168264e-05	3.1614250474376604e-05	2.9930326491012238e-05	5.744721420342103e-06	0.7673832866178881	3.3358176096953684e-06	6.583230515389005e-06	1.5178950889094267e-05	5.715473434975138e-06	0.6442524698573667	4.206087851343909e-06	6.213783763087122e-06	1.3853114978701342e-05
LINC01422	STR D1 MSN	DOWN	2.478332231099444	0.0936305820941925	0.4452946487616224	0.11858773231506348	0.11789676547050476	0.044407159090042114	7.33128035790287e-05	-0.3678601965049127	8.060603431658819e-05	7.060929056024179e-05	4.190730396658182e-05	5.753168352384819e-06	0.363287073322922	5.1575702855188865e-06	4.655153134081047e-06	1.1970692867180333e-05	8.33615104056662e-06	0.6757426098925233	7.237240879476303e-06	8.923723726184107e-06	1.3219666470831726e-05
OSBPL3	STR D1 MSN	DOWN	2.3790961733673988	0.030283337458968163	0.5807918892486004	0.04123080521821976	0.033950358629226685	0.01566886529326439	2.113753362209536e-05	0.2772519312982825	2.4532113457098603e-05	1.8188682588515803e-05	1.6247053281404078e-05	1.8621694835019298e-05	0.6620985524638118	1.5706729755038396e-05	2.145430516975466e-05	2.462731208652258e-05	1.3911299902247265e-05	0.6785574862336354	1.0789744919748046e-05	1.52450920722913e-05	2.9336102670640685e-05
MGAT4C	STR D1 MSN	DOWN	2.369087173976754	0.5706262588500977	-0.19133143006883258	0.8016273379325867	0.5732115507125854	0.3370395302772522	1.834241447795648e-05	0.015100990782625166	1.953354149009101e-05	1.814554889278952e-05	1.1805584108515177e-05	1.1334533155604731e-05	0.5945205859599106	7.431138328684028e-06	1.5580451872665435e-05	1.802896622393746e-05	1.0784379810502287e-05	0.657689050910402	8.49190564622404e-06	1.0519682291487698e-05	2.7875554224010557e-05
SPRY4-AS1	STR D1 MSN	DOWN	2.3516090912489527	0.023285750299692154	0.6249139749548327	0.03152965009212494	0.02570505626499653	0.012622538954019547	2.005753412959166e-05	-0.3926693167329184	2.244818097096868e-05	1.92382067325525e-05	9.37875756790163e-06	4.461510252440348e-05	0.40289357233930856	4.252272265148349e-05	4.4523796532303095e-05	5.524915104615502e-05	1.864853584265802e-05	0.6623655591389785	1.9161179807269946e-05	1.572994005982764e-05	2.8619106160476804e-05
GLUL	STR D1 MSN	DOWN	2.2933017126920032	0.027089139446616173	0.3494110255171178	0.03686348721385002	0.024099618196487427	0.020304309204220772	4.7189478209475055e-05	-0.2871911797794945	5.815121767227538e-05	3.821163045358844e-05	2.826477248163428e-05	1.8472901501809247e-05	0.26228755718892977	9.811205927690025e-06	2.625121305754874e-05	3.821916106971912e-05	1.4850996194581967e-05	0.5571394284857123	9.8066784630646e-06	1.9506856915540993e-05	2.8195232516736723e-05
SKAP1	STR D1 MSN	DOWN	2.2873702922272896	0.025877518579363823	0.5603386744491798	0.033493634313344955	0.03108959086239338	0.013049326837062836	2.3835218598833308e-05	0.6397569939248482	2.5077850295929238e-05	2.3530716134700924e-05	1.7586016838322394e-05	3.590077903936617e-05	0.23707342683567095	3.5317654692335054e-05	3.280772943980992e-05	4.7994031774578616e-05	1.5700690710218623e-05	0.757625440636016	1.3443313036987092e-05	1.51364411067334e-05	3.393646693439223e-05
CFAP161	STR D1 MSN	DOWN	2.287179395466857	0.1807153970003128	0.14617403815554017	0.24376653134822845	0.17058518528938293	0.12779466807842255	4.966249980498105e-05	0.1563819095477387	5.58872488909401e-05	4.5717144530499354e-05	3.228307468816638e-05	6.0388642850739416e-06	0.8282119066213245	2.798246896418277e-06	9.520566891296767e-06	1.1725413969543297e-05	5.954067546554143e-06	0.7844183439304085	3.745533376786625e-06	7.516132882301463e-06	1.400307155563496e-05
CDH9	STR D1 MSN	DOWN	2.261964212900887	0.9478886127471924	-0.1829331827034662	1.1615489721298218	0.995140790939331	0.6869752407073975	5.365945617086254e-05	-0.7875496887422185	5.8424495364306495e-05	5.3206647862680256e-05	2.5583523893146776e-05	2.1490004655788653e-06	0.601481401019788	1.2362463621684583e-06	3.0415362743951846e-06	4.012949375464814e-06	9.51014499150915e-06	0.3953834776626029	1.0514274435990956e-05	7.274911695276387e-06	1.2914253602502868e-05
ALDH1L2	STR D1 MSN	DOWN	2.2578932543636863	0.030881641432642937	0.28777628920801335	0.04001731798052788	0.029647620394825935	0.022979985922574997	6.771611879230477e-06	0.45924121283510344	8.1324842540198e-06	5.905533726036083e-06	2.992313511640532e-06	1.4211614143277984e-05	0.7028325255194185	1.0942966582661029e-05	1.7156376998173073e-05	2.163503086194396e-05	9.334643436886836e-06	0.47564803515959003	8.480345968564507e-06	8.470343345834408e-06	1.9250079276389442e-05
FAT2	STR D1 MSN	DOWN	2.2398738880249804	0.06578890234231949	0.3660100136967672	0.1067555695772171	0.05459202826023102	0.03601916879415512	0.00013181402755435556	-0.5296332408310208	0.00014616295811720192	0.00012688679271377623	6.77736388752237e-05	2.7090069124824367e-05	0.60593564839121	2.4327309802174568e-05	3.149118856526911e-05	2.7673751901602373e-05	1.9179315131623298e-05	0.6329213051322369	1.8335682398173958e-05	2.0064964701305144e-05	2.0915384084219113e-05
DPYSL3	STR D1 MSN	DOWN	2.22206870564305	0.05840221792459488	0.36855697070482246	0.0761638954281807	0.05819385498762131	0.04084885120391846	1.887926373456139e-05	-0.21580439510987778	2.373819734202698e-05	1.597321534063667e-05	4.313787030696403e-06	4.798880763701163e-05	0.3039645991149779	4.277940752217546e-05	5.300981138134375e-05	5.8844008890446275e-05	5.4898991947993636e-05	0.00621465536638416	5.4671505495207384e-05	5.6948083511088043e-05	4.69822007289622e-05
ZBTB20-AS1	STR D1 MSN	DOWN	2.202667871510805	0.04037421941757202	0.4615701342515136	0.05148705467581749	0.0411255918443203	0.02851003408432007	2.5422870749025606e-05	0.14101552538813472	2.8248090529814363e-05	2.4383325580856763e-05	1.3212955309427343e-05	1.9551409877749393e-06	0.7579825979131559	1.136015839620086e-06	3.1829194995225407e-06	2.3576594685437158e-06	3.375873120603501e-06	0.6468673418495986	2.9083912522764876e-06	3.3126093512692023e-06	6.904112524352968e-06
CORO1C	STR D1 MSN	DOWN	2.198075469325159	0.04436097666621208	0.45485241212187966	0.0642470270395279	0.03876809403300285	0.03006782755255699	2.667918670340441e-05	0.21903997599940003	2.987304651469458e-05	2.4314202164532617e-05	1.9721914213732816e-05	1.7831021978054196e-05	0.8027144709160606	1.2075127415300813e-05	2.439437957946211e-05	2.6802548745763488e-05	8.051396434893832e-06	0.7833393684517989	7.187378741946304e-06	7.0111900640768e-06	1.884886842162814e-05
MYRFL	STR D1 MSN	DOWN	2.1711942082288775	0.04576457664370537	0.5135405745382957	0.06067265570163727	0.05316754803061485	0.023453515022993088	3.1687890441389754e-05	0.49304151092837445	3.635485336417332e-05	2.7367768780095503e-05	2.6494602934690192e-05	2.57077826972818e-05	0.6085922148053703	2.1615520381601527e-05	3.185496461810544e-05	2.7678863261826336e-05	3.057815047213808e-05	0.5311407785194631	2.6857982447836548e-05	3.093468694714829e-05	5.4672142141498625e-05
LINC01621	STR D1 MSN	DOWN	2.1369321631598353	0.04769963398575783	0.2820294558430067	0.06723645329475403	0.04930535703897476	0.02655702456831932	5.2455085096880794e-05	-0.14647566189154732	6.062471948098391e-05	4.607681694324128e-05	3.655046020867303e-05	4.164811343798647e-06	0.5188372434228161	3.802427499977057e-06	4.06907884098473e-06	6.244378255360061e-06	9.878567652776837e-06	0.36479317658022586	1.0982797903125174e-05	8.011091267690063e-06	1.0886559721257072e-05
SORL1	STR D1 MSN	DOWN	2.1313963958090567	0.19914574921131134	0.14310050267975652	0.2841270864009857	0.17970210313796997	0.13360854983329773	5.365604010876268e-05	-0.2516162904072602	5.650031380355358e-05	5.217562284087762e-05	4.385968713904731e-05	6.943704647710547e-06	0.7848327648779916	3.8145276448631193e-06	9.729254088597372e-06	1.415023780282354e-05	7.931700565677602e-06	0.7674488608075205	5.828828307130607e-06	8.211362001020461e-06	2.1189294784562662e-05
FSIP2	STR D1 MSN	DOWN	2.113668672412742	0.07394538074731827	0.39627166355525373	0.09030092507600784	0.08288939297199249	0.0486457385122776	1.3602736544271465e-05	-0.13435535888397213	1.5206444004434161e-05	1.2886982403870206e-05	7.394916337943869e-06	2.0361861970741302e-05	0.1835085877146929	1.7789248886401765e-05	2.3403208615491167e-05	2.4050888896454126e-05	2.6790783522301354e-05	0.46834920873021835	2.4141701942426153e-05	2.5203255063388497e-05	5.247664375929162e-05
BTG3-AS1	STR D1 MSN	DOWN	2.1071024618370737	0.03345507010817528	0.3036784023742768	0.04864756390452385	0.03408823162317276	0.017629429697990417	0.00011474382336018607	-0.40807020175504394	0.00011673797416733578	0.00011576533142942935	9.602660429663956e-05	4.4141233956906945e-06	0.6570453858831905	3.874129106407054e-06	4.7953171815606765e-06	5.9538660934777e-06	2.0754254364874214e-05	0.5418015450386261	1.930191137944348e-05	1.856597918958869e-05	4.0940940380096436e-05
SEMA3A	STR D1 MSN	DOWN	2.1018475093042546	0.46590831875801086	-0.1471739246938542	0.6734292507171631	0.4159543514251709	0.3083416819572449	8.24889139039442e-05	-0.30914722868071703	9.009909263113514e-05	7.703938172198832e-05	6.484222831204534e-05	7.473122877854621e-06	0.5284126568611708	5.091319962957641e-06	1.0750146429927554e-05	9.51568017626414e-06	1.2590329788508825e-05	0.5626216897813235	1.0881329217227176e-05	1.1547858775884379e-05	2.9245989935589023e-05
SYNPR-AS1	STR D1 MSN	DOWN	2.0934318366611726	0.1564747393131256	0.16121588843890808	0.19931401312351227	0.17068597674369812	0.09942421317100525	7.525141700170934e-05	-0.5371754293857347	8.331958088092506e-05	7.003822975093499e-05	5.329674240783788e-05	8.319316862070991e-07	0.46843336986994194	7.068536547194526e-07	7.168276852098643e-07	1.7939373719855212e-06	5.844123279530322e-06	0.3440672382017651	5.294387392495992e-06	6.227344329090556e-06	7.873575668781996e-06
PHLDA1	STR D1 MSN	DOWN	2.0873507910899693	0.051107555627822876	0.4525015770960793	0.06244180351495743	0.05184976011514664	0.039031095802783966	8.807174162939191e-05	-0.9045976149403736	9.518189472146332e-05	8.54982718010433e-05	5.70967786188703e-05	2.0401487290655496e-06	0.5258900398765125	1.3175199455872644e-06	2.18893410419696e-06	5.176068498258246e-06	1.1229237316001672e-05	0.6028872025946297	1.1177814485563431e-05	9.23416064324556e-06	2.0825895262532867e-05
CADM1	STR D1 MSN	DOWN	2.072023327572022	1.0878850221633911	-0.23683172982840128	1.4406027793884277	1.077365517616272	0.7456896305084229	7.057617767713964e-05	-0.8649591239780995	7.572643517050892e-05	6.98538642609492e-05	4.157119110459462e-05	1.8468328562448733e-05	0.4989739743493588	1.5937868738546968e-05	2.1123609258211218e-05	2.309754563611932e-05	1.3280284292704891e-05	0.7310105802579523	1.102989881474059e-05	1.529801193100866e-05	1.950833757291548e-05
ST6GALNAC5	STR D1 MSN	DOWN	2.0510616481069586	1.1086505651474	-0.2094152184445551	1.374899983406067	1.1248221397399902	0.8262287378311157	9.117951412918046e-05	-0.8995019875496888	0.00010201732948189601	8.691880066180602e-05	4.5911081542726606e-05	2.927103196270764e-06	0.48535716334428053	2.694377144507598e-06	2.9060297492833342e-06	4.142367288295645e-06	1.154567962657893e-05	0.4270158355268565	9.533981938147917e-06	1.3004770153202116e-05	1.8709497453528456e-05
PDE4D	STR D1 MSN	DOWN	2.039184033790074	1.8500523567199707	-0.1848570051737737	2.2416532039642334	1.6981927156448364	1.610310673713684	3.366205783095211e-05	-0.17516987924698119	3.5049186408286914e-05	3.4850290830945596e-05	1.7893871699925512e-05	5.005374077882152e-06	0.6238471273945557	1.915575921884738e-06	7.32805892766919e-06	1.3394476809480693e-05	5.2972436606069095e-06	0.5795315272720901	3.192928033968201e-06	7.157952495617792e-06	1.1241755601076875e-05
LIMS1	STR D1 MSN	DOWN	2.0291749850159424	0.322704553604126	-0.15271751084811439	0.42431074380874634	0.3102952539920807	0.2335076481103897	4.8591449740342796e-05	-0.6326513162829072	5.16185536980629e-05	4.82846844533924e-05	3.086495416937396e-05	4.819938567379722e-06	0.5072737392391427	3.860273409372894e-06	5.014926500734873e-06	8.992242328531574e-06	7.613525667693466e-06	0.4901775411562634	5.486700047185877e-06	1.0447206477692816e-05	9.207232324115466e-06
PLA2G7	STR D1 MSN	DOWN	1.976878150090382	0.08767085522413254	0.4026366849445497	0.11603662371635437	0.08894111216068268	0.05803484469652176	9.090342791751027e-05	-0.8837410935273382	9.718158980831504e-05	8.913936471799389e-05	6.0629521613009274e-05	3.6631504372053314e-06	0.6297413426256706	3.264667611801997e-06	3.7810857520526042e-06	5.2855939429719e-06	6.37317407381488e-06	0.5066277252151149	6.146582109067822e-06	6.135311650723452e-06	9.043026693689171e-06
PPFIA2-AS1	STR D1 MSN	DOWN	1.9497889597823754	0.09863544255495071	0.3453293335938797	0.12795479595661163	0.10282213240861893	0.065129354596138	1.4136086974758655e-05	0.34252164574982813	1.5175827684288379e-05	1.348516161669977e-05	1.1186588380951434e-05	1.5541992297585239e-06	0.5388634205140145	1.7163345091830706e-06	1.4466320408246247e-06	1.0713843039411586e-06	4.365223958302522e-06	0.5535328851930152	3.957603439630475e-06	3.899218427250162e-06	9.344610589323565e-06
SCML1	STR D1 MSN	DOWN	1.9394057321417455	0.03675626590847969	0.3567740775582072	0.04472285881638527	0.03780730813741684	0.027738647535443306	1.861478085629642e-05	-0.045770644266106664	2.0051878891536035e-05	1.820143916120287e-05	1.1739730325643905e-05	1.3870313523511868e-05	0.8275808997347941	1.077565502782818e-05	1.316279303864576e-05	3.1301948183681816e-05	0.0	0.0	0.0	0.0	0.0
CDH12	STR D1 MSN	DOWN	1.936818698860487	1.8594473600387573	-0.2576512779579941	2.218775987625122	1.8467776775360107	1.5127941370010376	4.249675475875847e-05	-0.46118652966324164	4.8419289669254795e-05	3.9021782868076116e-05	2.435660826449748e-05	3.519682877595187e-06	0.48177486300875993	2.6661791707738303e-06	4.057551450387109e-06	6.14576538282563e-06	7.157043000916019e-06	0.7235458697448817	5.404893272498157e-06	8.233312655647751e-06	1.4297756933956407e-05
CDC14B	STR D1 MSN	DOWN	1.9277672360837443	0.22446288168430328	0.1755587354368305	0.25922632217407227	0.23698320984840393	0.17717908322811127	3.9366270357277244e-05	-0.642284557113928	4.279410495655611e-05	3.840592034975998e-05	2.2820575395599008e-05	8.015119419724215e-06	0.692662031600518	5.634553872368997e-06	9.325249266112223e-06	1.5905408872640692e-05	8.144669664034154e-06	0.536119746590196	6.4655032474547625e-06	9.668674465501681e-06	1.2706440429610666e-05
GRM7-AS1	STR D1 MSN	DOWN	1.9228657162169889	0.034882739186286926	0.520614482288788	0.0408395417034626	0.04110321030020714	0.022705454379320145	1.548215004731901e-05	0.31219092184466385	1.778048499545548e-05	1.3765758012596052e-05	1.0559124348219484e-05	4.6818468035780825e-06	0.6986835668576322	3.973177172156284e-06	5.0178205128759146e-06	7.191532404249301e-06	7.306791303562932e-06	0.39737550137651007	6.709698936901987e-06	7.306686711672228e-06	1.1439435184001923e-05
VIPR1-AS1	STR D1 MSN	DOWN	1.8928270922451107	0.025837641209363937	0.33177788072822156	0.0346328429877758	0.023704107850790024	0.019175991415977478	0.00012105712085030973	-0.7919567989199731	0.00012764449638780206	0.0001176156074507162	9.84447033260949e-05	4.132134108658647e-06	0.7127134484027727	3.2494065180799225e-06	4.078615802427521e-06	8.663017069920897e-06	7.277807526406832e-06	0.34068250977107917	7.342782737396192e-06	7.039772299322067e-06	7.930680112622213e-06
AQP9	STR D1 MSN	DOWN	1.890793649905538	0.02149626426398754	-0.23350024564788036	0.027460094541311264	0.023815974593162537	0.013212727382779121	3.555317016434856e-05	0.635009375234381	3.825345265795477e-05	3.307597944512963e-05	3.2419393392046914e-05	1.5760015230625868e-05	0.6329558238955973	1.1616535630309954e-05	1.7963880964089185e-05	2.97210062853992e-05	1.989080192288384e-05	0.12347258681467038	1.6741678336984478e-05	2.330331517441664e-05	2.587816743471194e-05
CPVL	STR D1 MSN	DOWN	1.8761548001445518	0.18907040357589722	0.21768319227361366	0.22849944233894348	0.19382509589195251	0.144886776804924	2.104811937897466e-05	-0.12221555538888473	2.3230026272358373e-05	2.0336603483883664e-05	1.1092905879195314e-05	1.1072901543229818e-05	0.6980938908734081	8.700786565896124e-06	1.3347767890081741e-05	1.605014222150203e-05	8.66686059453059e-06	0.3651153602051542	8.395318218390457e-06	8.259258720499929e-06	1.2434010386641603e-05
B3GLCT	STR D1 MSN	DOWN	1.8758957541574175	0.7768875360488892	-0.1806705547851561	0.9947190284729004	0.8219609260559082	0.5139812231063843	0.00020512277842499316	-0.9215495387384686	0.0002128768974216655	0.00020340952323749661	0.00016505620442330837	4.006058588856831e-06	0.5119959463861055	2.8721601665893104e-06	5.377753950597253e-06	5.53913423573249e-06	1.3732878869632259e-05	0.6272533594520564	1.2676890946750063e-05	1.2525227248261217e-05	2.663444320205599e-05
TSPEAR	STR D1 MSN	DOWN	1.8532169254146715	0.043583497405052185	0.4019946058093038	0.05581489950418472	0.05162477865815163	0.023310823366045952	0.00010594143532216549	-0.09729993249831248	0.00011450688180048019	9.813247015699744e-05	9.571755799697712e-05	3.7195080949459225e-05	-0.709484737118428	3.9482416468672454e-05	3.804990410571918e-05	2.332280382688623e-05	2.1686229956685565e-05	0.4344573614340359	1.991747740248684e-05	2.4333603505510837e-05	2.166502054024022e-05
MYOM2	STR D1 MSN	DOWN	1.8519989341778886	0.0456986129283905	0.39766984386593685	0.057015739381313324	0.046137336641550064	0.03394272178411484	1.7824333554017358e-05	0.5414608730845141	2.0424044123501517e-05	1.5550553143839352e-05	1.4167789231578354e-05	2.0526180378510617e-05	0.5891052276306908	1.800279460439924e-05	2.4302455130964518e-05	2.1784122509416193e-05	9.925452104653232e-06	0.6726626850770994	8.819431059237104e-06	9.326866347691976e-06	2.0352204955997877e-05
MEF2C-AS2	STR D1 MSN	DOWN	1.843560393641253	0.0848565623164177	0.2911858146849797	0.0930761992931366	0.09368307143449783	0.06781037896871567	0.0001665833842707798	-0.9733203330083254	0.00017708139785099775	0.0001663048315094784	0.00010058806219603866	1.915126631502062e-06	0.10329267827990031	1.7026244449880323e-06	2.335026465516421e-06	1.7178149391838815e-06	5.284497092361562e-06	0.4412862312865528	4.026062015327625e-06	5.218311798671493e-06	1.4300049770099577e-05
GRM7-AS3	STR D1 MSN	DOWN	1.8352166580156384	0.04017079621553421	-0.2566188118943403	0.05172096565365791	0.03723928704857826	0.031552139669656754	3.0914907256374136e-05	0.3043066076651917	3.406647010706365e-05	2.830019366228953e-05	2.5667100999271497e-05	9.305354979005642e-06	0.6824788570625671	6.996506726864027e-06	8.536916539014783e-06	2.3026617782306857e-05	8.977539437182713e-06	0.5285628681344412	8.644477929919958e-06	8.025570423342288e-06	1.5691821317886934e-05
SMAD1-AS2	STR D1 MSN	DOWN	1.8278314926447599	0.023392416536808014	0.5383878876652696	0.029445964843034744	0.023455627262592316	0.017275657504796982	5.2530998800648376e-05	-0.5822920573014326	5.503745342139155e-05	5.18067208759021e-05	4.055983299622312e-05	9.272322358810925e-07	0.24806460009957115	1.1620364830378094e-06	7.033112296994659e-07	4.308233485517121e-07	1.214081930811517e-05	0.22092335593017226	1.1154684216307942e-05	1.2508398867794313e-05	1.7262858818867244e-05
PCDHA10	STR D1 MSN	DOWN	1.8185596364790997	0.05821061134338379	0.2752750787120803	0.06410837173461914	0.054998114705085754	0.05552537366747856	1.857634288171539e-06	0.4189722729690841	2.3597619929205393e-06	1.4997108337411191e-06	6.838945409981534e-07	4.756190264743054e-06	0.4074077919464255	3.7856852941331454e-06	4.691204594564624e-06	9.755900464369915e-06	6.404166924767196e-05	-0.8691307282682067	6.381374259945005e-05	7.108710997272283e-05	3.298604133306071e-05
PCDH8	STR D1 MSN	DOWN	1.7961386394671246	0.050837062299251556	0.43130522226314777	0.06119932979345322	0.04888453334569931	0.04242732375860214	0.00013095235044602305	-0.9463706592664819	0.00013856246368959546	0.00013102141383569688	8.15520397736691e-05	9.717346983961761e-06	0.3790848202673208	9.837084689934272e-06	9.798154678719584e-06	8.88388603925705e-06	1.3189613127906341e-05	0.4588704717617941	1.1016264579666313e-05	1.3610169844469056e-05	2.62823832599679e-05
RIT2	STR D1 MSN	DOWN	1.7886069553588522	1.183384656906128	-0.1511594509121463	1.3572206497192383	1.2004667520523071	0.9924677610397339	7.612134504597634e-05	-0.7540073501837548	8.529526530764997e-05	6.995206786086783e-05	5.254790812614374e-05	4.245765467203455e-06	0.5788452032149796	4.926973815599922e-06	2.7039106953452574e-06	5.461024557007477e-06	7.858246135583613e-06	0.7340258676390192	6.417218173737638e-06	7.189436928456416e-06	2.0928677258780226e-05
BEX3	STR D1 MSN	DOWN	1.78337169066606	0.20356017351150513	0.17444553702063714	0.2286747545003891	0.21757709980010986	0.16442860662937164	4.586343129631132e-05	-0.8100742518562966	5.011501707485877e-05	4.3521213228814304e-05	3.196472971467301e-05	1.197789424622897e-05	0.8073404336063548	9.22331128094811e-06	9.318006959802005e-06	3.3535958209540695e-05	0.0	0.0	0.0	0.0	0.0
GPC5-AS1	STR D1 MSN	DOWN	1.7831804432761118	0.05391683056950569	0.3464473654341678	0.06395221501588821	0.0604572631418705	0.037341002374887466	4.313927547627827e-06	0.7147792657772304	4.912984877591953e-06	3.779440930884448e-06	3.5319665130373323e-06	6.195879905135371e-06	0.5585669546563995	5.032573881180724e-06	6.7932301135442685e-06	1.0179193850490265e-05	9.107438927458134e-06	0.49490301490627275	8.336050996149424e-06	9.697299901745282e-06	1.171371422969969e-05
DNAJB4	STR D1 MSN	DOWN	1.7826456710478147	0.13149170577526093	0.21037364688260585	0.15480275452136993	0.12841591238975525	0.11125648021697998	8.358931518159807e-05	-0.8367914197854948	8.579595305491239e-05	8.523204451194033e-05	5.992777005303651e-05	1.2398141961966758e-06	0.7713741373460878	6.748963414793252e-07	1.6531167830180493e-06	2.8074346118955873e-06	5.7813786042970605e-06	0.5093138261927358	4.0302011257153936e-06	7.536979865108151e-06	9.768834388523828e-06
GPR160	STR D1 MSN	DOWN	1.7658737546030563	0.025397829711437225	0.28598352717286096	0.033241551369428635	0.02298073098063469	0.019971225410699844	2.2507034373120405e-05	0.008650716267906698	2.4585202481830493e-05	2.1471460058819503e-05	1.5084438018675428e-05	3.895240297424607e-05	0.329580739518488	3.3126289054052904e-05	4.6106248191790655e-05	4.6514018322341144e-05	2.3624481400474906e-05	0.6339398484962125	2.166157719329931e-05	2.307906288478989e-05	3.973493949160911e-05
