gene	celltype	trend_class	score	RNA_mean	RNA_rho	CaH_RNA	CaB_RNA	CaT_RNA	H3K27ac_mean	H3K27ac_rho	CaH_K27ac	CaB_K27ac	CaT_K27ac	H3K27me3_mean	H3K27me3_rho	CaH_K27me3	CaB_K27me3	CaT_K27me3	H3K9me3_mean	H3K9me3_rho	CaH_K9me3	CaB_K9me3	CaT_K9me3
PAIP2B	STR D1 MSN	DOWN	1.3678778238955374	0.037528589367866516	0.35916767369037317	0.04379640519618988	0.04001232236623764	0.02877705916762352	3.115438812528737e-05	-0.03446636165904148	3.190775532857515e-05	3.17448029818479e-05	2.290617339895107e-05	6.2634185269416776e-06	0.4295451804580233	5.6636540648469236e-06	7.658781214558985e-06	5.080809387436602e-06	1.4547726095770486e-05	0.5262551563789095	1.3119795767124742e-05	1.594622153788805e-05	1.795220850908663e-05
GRM5	STR D1 MSN	DOWN	1.360726406148051	2.5776844024658203	-0.16980006111494517	2.684274435043335	2.6966309547424316	2.35215163230896	7.555133197456598e-05	-0.8419320483012077	8.05435556685552e-05	7.389052188955247e-05	5.296257586451247e-05	3.032140057257493e-06	0.08704508110968724	3.8355710785253905e-06	1.6862393295014044e-06	3.058897618757328e-06	5.315597263688687e-06	0.5712664392766525	4.530668775259983e-06	4.909694780508289e-06	1.2627761861949693e-05
SPAG17	STR D1 MSN	DOWN	1.3527461631693987	0.115174300968647	-0.15120953911635784	0.13798005878925323	0.10928857326507568	0.09825418144464493	4.589737272908678e-06	0.6325100293584256	4.8278166104864795e-06	4.455084763321793e-06	3.831528829323361e-06	2.1236091924947686e-05	0.5314497862446561	1.815712130337488e-05	2.289405711053405e-05	3.154988735332154e-05	1.537449315947015e-05	0.648075200954295	1.2901745321869384e-05	1.7930988178704865e-05	2.064592990791425e-05
STAMBPL1	STR D1 MSN	DOWN	1.3386070433077701	0.19102022051811218	0.1432558690928822	0.23249571025371552	0.18635372817516327	0.15421129763126373	5.0100359658245e-05	-0.643675091877297	5.259429963189177e-05	4.7951125452527776e-05	4.6407676563831046e-05	6.817694156779908e-06	0.06595514887872198	5.699719167751027e-06	9.033622518472839e-06	5.759302439400926e-06	8.250319297076203e-06	0.5164335033019822	7.336541784752626e-06	8.418724064540584e-06	1.3794132428301964e-05
DNAH7	STR D1 MSN	DOWN	1.325190260127158	0.16519677639007568	-0.23812830618442132	0.191719189286232	0.15930603444576263	0.1445649415254593	4.8145942855626345e-05	0.09623190579764496	5.179457730264403e-05	4.605498179444112e-05	3.668382851174101e-05	1.5706098565715365e-05	0.6478244385451737	1.3222919733379968e-05	1.8587199519970454e-05	1.9429102394497022e-05	1.9682696802192368e-05	0.7563314755357079	1.7298347302130423e-05	2.135211070708465e-05	2.8451198886614293e-05
MYO5B	STR D1 MSN	DOWN	1.3109914735624184	0.02571895346045494	0.415764232474827	0.029061630368232727	0.027816204354166985	0.020279014483094215	1.9592156604630873e-05	0.018276456911422788	2.2153450117912143e-05	1.7192718587466516e-05	1.6906089513213374e-05	5.789678107248619e-05	-0.5982929573239332	6.159807526273653e-05	5.4242718761088327e-05	5.0441594794392586e-05	2.8381207812344655e-05	0.7247701192529815	2.5458350137341768e-05	3.075895074289292e-05	3.75959170924034e-05
KCNIP4	STR D1 MSN	DOWN	1.2906861458541414	4.1968584060668945	-0.2516212636688721	4.503291606903076	4.176939487457275	3.9103527069091797	3.261790334363468e-05	0.49058369856138556	3.432120502111502e-05	3.144743823213503e-05	2.8385009500198066e-05	7.92413811723236e-06	0.7790287754857476	5.0222229219798464e-06	9.086706086236518e-06	1.883548975456506e-05	1.2655459613597486e-05	0.6090452970670258	1.1280792932666373e-05	1.3120370567776263e-05	2.001558823394589e-05
FHL1	STR D1 MSN	DOWN	1.2844561832826895	0.20630566775798798	0.21171196196881029	0.2233845442533493	0.2001943737268448	0.19533799588680267	5.116879765409976e-05	-0.7388944723618092	5.324178346199915e-05	5.022582990932278e-05	4.324653127696365e-05	1.452338710805634e-05	0.9103965118868489	1.1185567018401343e-05	1.0346371709601954e-05	4.348516813479364e-05	0.0	0.0	0.0	0.0	0.0
LRRC8C-DT	STR D1 MSN	DOWN	1.2692104060564922	0.0692962110042572	0.4407157956645395	0.0774262547492981	0.07123493403196335	0.05922738462686539	8.736865129321814e-05	-0.6738093452336308	8.833712490741163e-05	8.712571434443817e-05	8.253014675574377e-05	1.0265788432661793e-06	0.4902844027667801	6.866412149975076e-07	1.3235307960712817e-06	1.826292646001093e-06	8.174668437277433e-06	0.5099754284380167	8.472235094814096e-06	7.590363566123415e-06	8.821767551125959e-06
RLIM	STR D1 MSN	DOWN	1.2686962228527277	0.1736653596162796	0.1857232645231116	0.18486078083515167	0.17092114686965942	0.1652141958475113	2.2176011043484323e-05	-0.3652186304657617	2.3241140297614038e-05	2.1670004571205936e-05	1.822934609663207e-05	1.2918010725115892e-05	0.8537383645607256	9.095041605178267e-06	1.0395953722763807e-05	3.935692802770063e-05	0.0	0.0	0.0	0.0	0.0
OSTF1	STR D1 MSN	DOWN	1.2602988087345641	0.11502144485712051	0.2755950131870493	0.1218474879860878	0.12158413976430893	0.10163290798664093	0.00011286427616141737	-0.44710717767944197	0.00011987172911176458	0.00010885536175919697	9.081165626412258e-05	5.144160240888596e-06	0.5013682231781127	3.867931354761822e-06	6.108476554800291e-06	8.59454485180322e-06	1.0315015060768928e-05	0.6776124522643378	9.639809832151514e-06	1.0008487151935697e-05	1.6407519069616683e-05
RBM11	STR D1 MSN	DOWN	1.2503048169181508	0.04182256758213043	0.17866819622382146	0.045908644795417786	0.043271295726299286	0.03628776967525482	1.9560196960810572e-05	-0.11700442511062778	1.9984776372439228e-05	1.9812652681139298e-05	1.537374009785708e-05	5.862667421752121e-06	0.4932184693186957	6.117555130913388e-06	4.407051164889708e-06	8.93254855327541e-06	8.918608727981336e-06	0.560843674660855	7.1058093453757465e-06	1.0463339094712865e-05	1.430925476597622e-05
CCDC18	STR D1 MSN	DOWN	1.2445024188427434	0.1652006208896637	0.28642138716338594	0.1918051689863205	0.1672322005033493	0.13656458258628845	7.738798012724146e-05	-0.5300877521938049	7.846146036172286e-05	7.8056582424324e-05	6.662841769866645e-05	2.8400679639162263e-06	0.6768769555247229	2.6150173653149977e-06	2.9287200504768407e-06	3.6907617868564557e-06	1.8531212845118716e-05	0.5739848496212406	1.6877762391231954e-05	1.9224040443077683e-05	2.67649011220783e-05
ATXN7L3B	STR D1 MSN	DOWN	1.2442982492075165	0.06693654507398605	0.3950381554332711	0.07028983533382416	0.06756723672151566	0.06295261532068253	4.4334508856991306e-05	-0.736449411235281	4.552468817564659e-05	4.499999340623617e-05	3.2841810025274754e-05	6.944560482224915e-06	0.2259134019877699	5.823737865284784e-06	8.426972271990962e-06	8.083345164777711e-06	9.839220183494035e-06	0.6208893661900604	8.171063200279605e-06	9.882454833132215e-06	2.1183432181715034e-05
MOV10	STR D1 MSN	DOWN	1.243469653991133	0.05498197302222252	0.23248571984443966	0.06472044438123703	0.0524713434278965	0.04775404557585716	4.96861721330788e-05	-0.2877911947798695	5.186669295653701e-05	4.8388981667812914e-05	4.311001976020634e-05	2.134201622538967e-06	0.5029304555779582	1.6791301504781586e-06	2.595111027403618e-06	3.016131131516886e-06	5.090501872473396e-06	0.5450611530338433	4.534745130513329e-06	5.559166766033741e-06	6.765851139789447e-06
IFRD1	STR D1 MSN	DOWN	1.2379818442336565	0.24924814701080322	0.20247857334390115	0.29018574953079224	0.26647278666496277	0.1910863071680069	4.0986386011354625e-05	0.23822395559888998	4.2261930502718315e-05	4.008891846751794e-05	3.79371595045086e-05	3.238483259337954e-05	0.5542578564464112	3.048389044124633e-05	3.785323860938661e-05	2.5523795557091944e-05	2.866119939426426e-05	0.754121353033826	2.764972668956034e-05	2.7391264666221105e-05	4.1543462430126965e-05
CWC22	STR D1 MSN	DOWN	1.2378351547090014	0.204478919506073	0.15229561685707552	0.22306889295578003	0.2198163866996765	0.17055156826972961	6.7499655415304e-05	-0.26398259956498915	7.028578693279997e-05	6.760437827324495e-05	4.89575213578064e-05	3.98788779421011e-06	0.5242486610750228	3.644069465735811e-06	4.0086047192744445e-06	5.628946382785216e-06	1.577293369336985e-05	0.19913747843696095	1.6031201084842905e-05	1.4749284673598595e-05	1.8726963389781304e-05
ADAT2	STR D1 MSN	DOWN	1.2343907906364346	0.07028558105230331	0.31606607473748954	0.07776404172182083	0.07054748386144638	0.06254522502422333	1.6049320038291626e-05	0.14453172169187423	1.7502605260233395e-05	1.4780022866034415e-05	1.3994962500873953e-05	3.706352117660572e-06	0.6645440735157053	2.855277898561326e-06	4.268065822543576e-06	6.249419584491989e-06	9.537755431665573e-06	0.39073273356883753	9.55439554672921e-06	8.043813068070449e-06	1.634226100577507e-05
RGS7	STR D1 MSN	DOWN	1.2257760514693854	2.4356465339660645	-0.18608684141545823	2.626328945159912	2.473120927810669	2.2074875831604004	9.806845628190786e-05	-0.9074911872796821	0.00010513205779716372	9.514868725091219e-05	6.938673323020339e-05	1.416062104908633e-06	0.6118603547698369	1.201606323775195e-06	1.6886867797438754e-06	1.6667445379425772e-06	5.5021801017574035e-06	0.463923120005873	5.515235898201354e-06	4.7700996219646186e-06	8.802677257335745e-06
FEM1C	STR D1 MSN	DOWN	1.2052849684389093	0.22384020686149597	0.23489006442035107	0.24083298444747925	0.23479712009429932	0.1958906203508377	0.00012192892609164119	-0.8811265281632042	0.00012730668822769076	0.0001233765360666439	7.897227624198422e-05	2.1974741684971377e-05	0.5568484212105304	2.0095312720513903e-05	2.3595461243530735e-05	2.6458852516952902e-05	4.4884844101034105e-05	0.46048751218780476	4.5324410166358575e-05	4.2284107621526346e-05	5.388870704337023e-05
HPCAL4	STR D1 MSN	DOWN	1.200982720778683	0.10528678447008133	0.30832810571185776	0.12048342078924179	0.09783633053302765	0.09754061698913574	0.00016732022049836814	-0.7993984849621242	0.00017462894902564585	0.00016457652964163572	0.00013604448758997023	7.524045940954238e-06	0.45503186462544964	7.594411272293655e-06	6.467739694926422e-06	1.031931969919242e-05	1.4919019122316968e-05	0.703614090519176	1.407466970704263e-05	1.409102878824342e-05	2.4597351512056775e-05
PRELID2	STR D1 MSN	DOWN	1.1930806547770314	0.04056930169463158	-0.35134864057022536	0.04300681874155998	0.03995303437113762	0.038748033344745636	2.459000279486645e-05	0.07884050057770771	2.5878945962176658e-05	2.540744753787294e-05	1.1587294466153253e-05	1.5170517144724727e-05	0.49729243231080783	1.502033592259977e-05	1.4905825082678348e-05	1.6702033462934196e-05	1.4537226888933219e-05	0.2921864406406996	1.3580548511527013e-05	1.5101806638995185e-05	1.854291622294113e-05
NSMCE4A	STR D1 MSN	DOWN	1.1930003782251537	0.07468142360448837	0.2721884708791728	0.08514290302991867	0.07371991127729416	0.06518151611089706	8.112577779684216e-05	-0.5438595964899123	8.377061749342829e-05	8.120015991153196e-05	6.366858724504709e-05	1.9896683625120204e-06	0.4448211774701133	1.398484982928494e-06	2.9264376735227415e-06	2.1294295038387645e-06	9.015569958137348e-06	0.4353740807264661	8.673075171827804e-06	8.755057933740318e-06	1.2592417988344096e-05
SLITRK4	STR D1 MSN	DOWN	1.179686780537042	0.07780025899410248	0.3950618185800243	0.08397477120161057	0.07519971579313278	0.07422623038291931	4.250528945703991e-05	-0.7392199804995125	4.310903386794962e-05	4.266411269782111e-05	3.770401235669851e-05	1.3681366908713244e-05	0.8220212592799763	1.0722066690505017e-05	1.0216038390353788e-05	3.8650443457299843e-05	0.0	0.0	0.0	0.0	0.0
NET1	STR D1 MSN	DOWN	1.1723027487875157	0.04661639779806137	0.40271694825189036	0.05401157960295677	0.043991006910800934	0.0418466217815876	1.0522262527956627e-05	0.18853683955824307	1.095664356398629e-05	1.0322468369849958e-05	8.874895684130024e-06	2.2787538910051808e-05	0.5768034200855022	2.1269659555400722e-05	2.3710797904641367e-05	2.7556923669180833e-05	1.8972290490637533e-05	0.6528547695792161	1.6240530385402963e-05	2.1335463316063397e-05	2.6931820684694685e-05
IL1RAPL1	STR D1 MSN	DOWN	1.1648229534983083	2.9356372356414795	-0.1681532004568588	3.0580403804779053	3.0133185386657715	2.7355544567108154	4.561582682072185e-05	-0.6515532888322209	4.6461693273158744e-05	4.5563381718238816e-05	4.047103357152082e-05	1.2640216482395772e-05	0.860727968219524	9.455746294406708e-06	9.581126505509019e-06	3.751536860363558e-05	0.0	0.0	0.0	0.0	0.0
LRRC9	STR D1 MSN	DOWN	1.164143921176747	0.08158114552497864	-0.200798522693378	0.09345685690641403	0.0792711153626442	0.07201547920703888	3.690757148433477e-05	-0.14328358208955227	3.97825897380244e-05	3.5462293453747407e-05	2.671133552212268e-05	7.718819688307121e-06	0.6621942108928365	6.836671218479751e-06	8.941170563048217e-06	8.449585948255844e-06	1.7102893252740614e-05	0.36796875117232003	1.6960610082605854e-05	1.62459364219103e-05	2.2056814486859366e-05
GPR39	STR D1 MSN	DOWN	1.1341443993673421	0.07803774625062943	-0.22010106181145098	0.08813668042421341	0.07829012721776962	0.06768645346164703	2.3782286007190123e-05	0.2016141159582066	2.562290319474414e-05	2.278933607158251e-05	1.7644060790189542e-05	2.059757571259979e-05	0.4902977574439362	1.8498154531698674e-05	2.2831110982224345e-05	2.4347225917153992e-05	2.8759272026945837e-05	0.15733743343583592	2.888610106310807e-05	2.8368327548378147e-05	2.9692308089579456e-05
SAMMSON	STR D1 MSN	DOWN	1.1329316432930063	0.04290761798620224	0.20105292527510735	0.047711584717035294	0.043421752750873566	0.03758953511714935	1.3574880540545564e-05	0.23172588004422243	1.394330320181325e-05	1.3746495824307203e-05	1.0215180736850016e-05	1.3739185305894352e-05	0.3441886209988437	1.5272426026058383e-05	1.1948421160923317e-05	1.1475592145870905e-05	1.766040804795921e-05	0.24261642933565036	1.6971995137282647e-05	1.6899912225198932e-05	2.5947032554540783e-05
WHRN	STR D1 MSN	DOWN	1.1294100492739845	0.1791515201330185	0.1698244733782518	0.18809030950069427	0.18404769897460938	0.1653166115283966	8.80041770869866e-05	-0.7790474761869048	9.206374670611694e-05	8.464717393508181e-05	8.117994002532214e-05	3.91194998883293e-06	0.4083389594842457	4.385199190437561e-06	3.3395106129319174e-06	3.271938339821645e-06	7.325352271436714e-06	0.25467445647559867	5.194526238483377e-06	8.426978638453875e-06	1.696924118732568e-05
LINGO1	STR D1 MSN	DOWN	1.1137029334773008	0.06147858127951622	0.41084578330388605	0.06414896249771118	0.061552274972200394	0.05873451381921768	3.5856603062711656e-05	0.5715226453507449	3.836641553789377e-05	3.431792356423102e-05	2.8549580747494474e-05	1.768704896676354e-05	0.5648339681007902	1.6873917047632858e-05	1.910381433845032e-05	1.7497475710115395e-05	2.0950161342625506e-05	0.7982094972471068	1.755140328896232e-05	2.276618397445418e-05	3.6059900594409555e-05
B3GNT5	STR D1 MSN	DOWN	1.0979311802240619	0.1412191092967987	0.24356869605413006	0.15134043991565704	0.1514275074005127	0.12088938057422638	0.0001503880339441821	-0.4603435085877148	0.00015130508108995855	0.00014982876018621027	0.0001476988400099799	2.4462203782604774e-06	0.6091437561736419	1.8072964849125128e-06	3.3459609767305665e-06	2.9326170079002623e-06	9.32219518290367e-06	0.6419645518978977	8.246627658081707e-06	8.721881386009045e-06	1.9546174371498637e-05
LRRC69	STR D1 MSN	DOWN	1.0931287209178087	0.024898342788219452	0.19017463150178335	0.027709830552339554	0.027335409075021744	0.019649779424071312	9.876236617856193e-06	0.26814673703788716	1.0801569260365795e-05	9.139620487985667e-06	8.156433068506885e-06	1.1717348570527975e-05	0.5777525933748678	1.1826611626020167e-05	1.0810185813170392e-05	1.3876113371225074e-05	1.6892037820070982e-05	0.09180229505737644	1.7455880879424512e-05	1.5860650819377042e-05	1.776704993972089e-05
RBM24	STR D1 MSN	DOWN	1.0744022065912449	0.06998157501220703	0.36653569363543614	0.07722697407007217	0.06864209473133087	0.06407564133405685	0.00016948382835835218	-0.7763024075601892	0.00017887867579702288	0.00016431663243565708	0.00013872016279492527	4.790982529812027e-06	0.33433012089852593	4.989492936147144e-06	3.5352074974071e-06	7.545308108092286e-06	1.4255182577471714e-05	0.39624630475001094	1.3049783774476964e-05	1.4732362615177408e-05	2.038693673966918e-05
MAMLD1	STR D1 MSN	DOWN	1.0562704839208237	0.268707275390625	0.1431284601104889	0.2775377929210663	0.27871397137641907	0.2498699277639389	8.34941238281317e-05	-0.6592724818120452	8.804484969004989e-05	7.990578160388395e-05	7.48388483771123e-05	5.395080734160729e-05	0.8706907672691818	4.709283894044347e-05	4.2636238504201174e-05	0.00012158834579167888	0.0	0.0	0.0	0.0	0.0
MAP3K9	STR D1 MSN	DOWN	1.0361137980698394	0.1782066375017166	0.26397266400253017	0.18505024909973145	0.18208733201026917	0.1674821972846985	4.461066419025883e-05	0.4346613665341634	5.114699888508767e-05	3.8906913687242195e-05	3.5341472539585084e-05	7.315617494896287e-06	0.5910891390630586	7.341692707996117e-06	5.704745490220375e-06	1.1980713679804467e-05	1.1790794815169647e-05	0.4026492769394848	1.1071793778683059e-05	1.2284681361052208e-05	1.4479089259111788e-05
NFRKB	STR D1 MSN	DOWN	1.0347367916976755	0.12504328787326813	0.24920910125730616	0.1353134959936142	0.1273827850818634	0.11243339627981186	4.114761759410612e-05	0.01090827270681767	4.2086216126335785e-05	4.128424552618526e-05	3.431828736211173e-05	2.307427166670095e-06	0.47350857026650345	2.1673647552233888e-06	2.625296701808111e-06	2.0550269255181774e-06	6.847716576885432e-06	0.571240188815214	6.7721421146416105e-06	5.922015589021612e-06	1.1658386029012036e-05
PCBD2	STR D1 MSN	DOWN	1.0023798054044561	0.1586020439863205	0.1835973576959656	0.17002525925636292	0.15470458567142487	0.1510762870311737	5.8075442211702466e-05	-0.5114017850446262	6.028961070114747e-05	5.6194538046838716e-05	5.464125206344761e-05	1.7650778545430512e-06	0.3343956213431203	1.1446935559433769e-06	2.4179175852623302e-06	2.8944818950549234e-06	5.075388344266685e-06	0.6104226009851734	4.341753083281219e-06	5.534448973776307e-06	8.026232535485178e-06
TAF7	STR D1 MSN	DOWN	0.9693866248932937	0.06416590511798859	0.3789418005561277	0.07298804819583893	0.06385824829339981	0.05565156415104866	1.378488650516374e-05	-0.002496966928782192	1.4313566680357326e-05	1.3442469935398549e-05	1.2350961696938612e-05	5.9864592003577854e-06	0.3161397232206703	5.8078335314348806e-06	5.818425961479079e-06	7.37117079552263e-06	5.5135249567683786e-05	-0.7339998499962499	5.496546873473562e-05	5.8358396927360445e-05	4.138104122830555e-05
SYTL2	STR D1 MSN	DOWN	0.961257373159905	0.06183848902583122	-0.5425809096424761	0.0650426521897316	0.061265625059604645	0.05920718237757683	2.6208252165815793e-05	0.3030635311839173	3.004028258146718e-05	2.2760137653676793e-05	2.1373725758166984e-05	2.2807620553066954e-05	0.1814370359258982	2.293098259542603e-05	2.4022077923291363e-05	1.8582330085337162e-05	1.2643690752156544e-05	0.4850800365268344	1.1280434591753874e-05	1.3616742762678768e-05	1.7571155694895424e-05
ZNF503-AS1	STR D1 MSN	DOWN	0.944601407352254	0.053964823484420776	0.3541159456627726	0.05955437570810318	0.054094407707452774	0.048245664685964584	6.358694372465834e-05	-0.27251031275781895	6.534939166158438e-05	6.200790812727064e-05	6.132365524535999e-05	6.175553153298097e-06	0.49552274482233266	5.835353931615828e-06	6.583442882401869e-06	6.646412202826468e-06	1.6167352441698313e-05	0.6634782915903114	1.4976597412896808e-05	1.607796184543986e-05	2.4822073100949638e-05
TMEM101	STR D1 MSN	DOWN	0.9369083449877532	0.026495425030589104	0.2088838206530275	0.028053924441337585	0.02703511342406273	0.024397235363721848	4.5540014980360866e-05	-0.339521488037201	4.72388492198661e-05	4.527582859736867e-05	3.6121033190283924e-05	7.513753644161625e-06	0.4019845496137404	6.45602176518878e-06	8.61263742990559e-06	9.481576853431761e-06	5.059825980424648e-06	0.4710230418575061	4.761711352330167e-06	5.692792456102325e-06	4.191148491372587e-06
ENKUR	STR D1 MSN	DOWN	0.9149599775816214	0.06463395804166794	0.29435313024883486	0.0711563229560852	0.06357555836439133	0.05917002633213997	1.1212524441361893e-05	0.5753809549565364	1.1373287634341978e-05	1.1126219760626554e-05	1.0673926226445474e-05	3.679753717733547e-05	0.2433210830270757	3.474373443168588e-05	4.078643905813806e-05	3.509701127768494e-05	2.3271750251296908e-05	0.8046396159903998	2.0614885215763934e-05	2.4841818230925128e-05	3.438632484176196e-05
RNMT	STR D1 MSN	DOWN	0.8975009960429032	0.245759978890419	0.1611832884386377	0.2657147943973541	0.24965307116508484	0.22191205620765686	4.67465870315209e-05	-0.43279531988299713	4.929654824081808e-05	4.532614548224956e-05	3.8500133086927235e-05	3.7283598430803977e-06	0.5438403180324501	3.7315885492716916e-06	3.3718367831170326e-06	4.77345020044595e-06	7.715882020420395e-06	0.3096016686955392	7.501590062020114e-06	7.762461791571695e-06	8.98315010999795e-06
TMBIM4	STR D1 MSN	DOWN	0.8906405533684599	0.2074362337589264	0.16413937081414987	0.22447919845581055	0.20455683767795563	0.1932724416255951	3.220147846150212e-05	-0.5913792844821121	3.4467302612029016e-05	3.068349542445503e-05	2.6346278900746256e-05	1.680034984019585e-05	0.36699467486687176	1.5289846487576142e-05	1.93923606275348e-05	1.6566576960030943e-05	2.8612037567654625e-05	0.16440711017775445	2.6700801754486747e-05	2.98624891001964e-05	3.6046778404852375e-05
LINC02327	STR D1 MSN	DOWN	0.8726556371689589	0.03492430970072746	-0.2548295523885833	0.03807154670357704	0.03402217477560043	0.032679203897714615	6.494978879345581e-05	-0.3010125253131329	6.700481753796339e-05	6.336137448670343e-05	6.085698623792268e-05	9.690480510471389e-06	0.634678608469866	8.418166544288397e-06	1.0458747965458315e-05	1.3704935554414988e-05	2.6509364033699967e-05	0.5707867696692418	2.7613821657723747e-05	2.1419460608740337e-05	4.244127921992913e-05
SLC35B4	STR D1 MSN	DOWN	0.8488891888445508	0.13676799833774567	0.26896140372159955	0.14658963680267334	0.13765107095241547	0.12606337666511536	3.6718374758493155e-05	-0.3139068476711918	3.729572199517861e-05	3.713752448675223e-05	3.0589497328037396e-05	5.268409950076602e-06	0.6927056206254054	5.113798124511959e-06	5.250694357528118e-06	6.086825123929884e-06	1.6016390873119235e-05	0.523897278185279	1.6719504856155254e-05	1.3659491742146201e-05	2.206721546826884e-05
TMEM158	STR D1 MSN	DOWN	0.8447215559508585	0.14629286527633667	0.2185312104778596	0.16125600039958954	0.1443915218114853	0.13323132693767548	0.00018965013441629708	-0.7587684692117304	0.00019647213048301637	0.00018638884648680687	0.00016449193935841322	1.2828180842916481e-05	0.46113795137554864	1.2732450159091968e-05	1.3169732483220287e-05	1.2285782759136055e-05	2.3442422389052808e-05	0.49867696692417324	2.2699112378177233e-05	2.3681674065301195e-05	2.7478232368594036e-05
TMED5	STR D1 MSN	DOWN	0.8441577272922609	0.08738823980093002	0.3982333198023851	0.091380275785923	0.0870470404624939	0.08373738080263138	7.738798012724146e-05	-0.5300877521938049	7.846146036172286e-05	7.8056582424324e-05	6.662841769866645e-05	2.8400679639162263e-06	0.6768769555247229	2.6150173653149977e-06	2.9287200504768407e-06	3.6907617868564557e-06	1.8531212845118716e-05	0.5739848496212406	1.6877762391231954e-05	1.9224040443077683e-05	2.67649011220783e-05
CNMD	STR D1 MSN	DOWN	0.7007100709422561	0.0835399404168129	-0.20524199961942113	0.0891106128692627	0.08430168777704239	0.07720747590065002	0.00013307268091011792	-0.1964614115352884	0.00013447804667521268	0.00013288304035086185	0.0001251155772479251	8.309225449920632e-06	0.47838120477336815	7.760554581182078e-06	8.400470505876001e-06	1.0754892173281405e-05	2.8566870241775177e-05	0.4457316432910823	2.8593720344360918e-05	2.711605338845402e-05	3.5100885725114495e-05
SDK2	STR D1 MSN	UP	3.15487228107941	0.042434435337781906	-0.4855426875834688	0.010319440625607967	0.01630902849137783	0.10067487508058548	3.2735657441662624e-05	0.3688292207305183	2.8241638574399985e-05	3.4039356251014397e-05	5.417086140369065e-05	4.721516597783193e-05	-0.35326483162079053	5.440446693683043e-05	4.6550132537959144e-05	1.3590024536824785e-05	3.94932649214752e-05	-0.2631170779269482	4.151143002673052e-05	4.0612379962112755e-05	2.0342953575891443e-05
VIM	STR D1 MSN	UP	3.0191744333395443	0.02058403380215168	-0.4971294515059187	0.008668553084135056	0.01859252341091633	0.034491002559661865	5.011763278162107e-05	0.06810620265506638	3.431707955314778e-05	6.225403922144324e-05	8.202591561712325e-05	3.76564530597534e-05	-0.8370419260481512	5.282280835672282e-05	2.1425965314847417e-05	1.0851748811546713e-05	2.7610105462372303e-05	0.04793519837995951	3.2552663469687104e-05	2.1592815755866468e-05	2.1275813196552917e-05
PARP4	STR D1 MSN	UP	2.9052490403902844	0.02086695469915867	-0.6558181831227188	0.011311597190797329	0.012398234568536282	0.03889105096459389	1.64239427249413e-05	0.6702725406480413	1.305244950344786e-05	1.6748725101933815e-05	3.626397665357217e-05	2.3089523892849684e-05	-0.16859071476786922	2.718024370551575e-05	2.0932609913870692e-05	9.250166840502061e-06	1.535781120765023e-05	0.17418135453386335	1.6486770618939772e-05	1.4338074834086001e-05	1.2268023056094535e-05
DISC1	STR D1 MSN	UP	2.8901028875481742	0.026277421042323112	-0.6379339464288178	0.00918992143124342	0.010244435630738735	0.059397898614406586	1.1782468391174916e-05	0.5471064366901346	1.0785131962620653e-05	1.0911825484072324e-05	2.321364445379004e-05	5.553309529204853e-05	-0.7725853146328658	6.162393401609734e-05	5.197683640290052e-05	3.5952823964180425e-05	3.282862599007785e-05	0.4709517737943449	3.340714465593919e-05	3.2752344850450754e-05	2.9178498152759857e-05
MAML2	STR D1 MSN	UP	2.8850261662373087	0.15756256878376007	-0.2112201086796236	0.07924900203943253	0.11768528074026108	0.2757534980773926	8.000608431757428e-06	0.5554325709244289	5.164386493561324e-06	9.327422048954759e-06	1.8628516045282595e-05	3.793152791331522e-05	-0.5291817295432386	4.325995541876182e-05	3.467404530965723e-05	2.1238261979306117e-05	1.5636658645235002e-05	0.49529100374348567	1.4224863662093412e-05	1.88235571840778e-05	1.0645970178302377e-05
GLI3	STR D1 MSN	UP	2.8423695597609986	0.39938437938690186	0.19654682273818516	0.20017272233963013	0.40934139490127563	0.5886389017105103	2.5472059860476293e-05	0.44697834207546167	2.0484780179685913e-05	2.434173620713409e-05	6.408813351299614e-05	1.572928886162117e-05	0.12457511437785947	1.740550942486152e-05	1.637437344470527e-05	5.508076355908997e-06	1.0387319889559876e-05	0.44339191379326165	9.195757229463197e-06	1.2327213880780619e-05	9.648290870245546e-06
GRID2IP	STR D1 MSN	UP	2.8011077870054435	0.08773110806941986	-0.2828588020920776	0.03155549615621567	0.057931214570999146	0.17370657622814178	9.993680578190833e-05	-0.06672016800420011	8.31188153824769e-05	0.00011472876940388232	0.00012311548925936222	1.9608543880167417e-05	-0.28781219530488267	2.7129628506372683e-05	1.160206193162594e-05	6.190038675413234e-06	1.820761463022791e-05	0.4283507087677193	1.8927985365735367e-05	1.6535885151824914e-05	2.096531716233585e-05
SPTLC3	STR D1 MSN	UP	2.8008784850569364	0.02246183156967163	-0.40706729682779447	0.008924518711864948	0.01802329160273075	0.040437694638967514	1.4444846783590037e-05	0.7053336409058143	1.2971326214028522e-05	1.365586922474904e-05	2.8472182748373598e-05	1.33999692479847e-05	0.17615240381009528	1.5347937733167782e-05	1.2124317436246201e-05	7.549358997493982e-06	8.798762792139314e-06	0.4669414297951838	9.523505468678195e-06	7.748425559839234e-06	8.648155926493928e-06
